# Speaker-cohort selection manifest (committed for provenance).
# source: Mozilla Common Voice (CC0), release cv-corpus-17.0-2024-03-15 (via fsicoli/common_voice_17_0 HF mirror, dev+test splits)
# selection: seed=42 min_clips=3 clips_per_speaker=5 quotas=de=80,en=150,es=80,fr=80,it=80,ro=130
# columns: lang	speaker(sha256[:16] of client_id)	clip
de	579142395c73839e	common_voice_de_39574802.mp3
de	579142395c73839e	common_voice_de_39574803.mp3
de	579142395c73839e	common_voice_de_39574804.mp3
de	579142395c73839e	common_voice_de_39574805.mp3
de	579142395c73839e	common_voice_de_39574806.mp3
de	84d13cc59c46ea8b	common_voice_de_19648626.mp3
de	84d13cc59c46ea8b	common_voice_de_19648627.mp3
de	84d13cc59c46ea8b	common_voice_de_19648629.mp3
de	84d13cc59c46ea8b	common_voice_de_19648646.mp3
de	84d13cc59c46ea8b	common_voice_de_19648649.mp3
de	963f6e4d7567ac99	common_voice_de_19653963.mp3
de	963f6e4d7567ac99	common_voice_de_19653964.mp3
de	963f6e4d7567ac99	common_voice_de_19653965.mp3
de	963f6e4d7567ac99	common_voice_de_19653966.mp3
de	963f6e4d7567ac99	common_voice_de_19653967.mp3
de	36332de634a2d49b	common_voice_de_20327274.mp3
de	36332de634a2d49b	common_voice_de_20327276.mp3
de	36332de634a2d49b	common_voice_de_20327326.mp3
de	36332de634a2d49b	common_voice_de_20327327.mp3
de	585dca6db0f6fd31	common_voice_de_23744849.mp3
de	585dca6db0f6fd31	common_voice_de_23744850.mp3
de	585dca6db0f6fd31	common_voice_de_23744851.mp3
de	585dca6db0f6fd31	common_voice_de_23744852.mp3
de	585dca6db0f6fd31	common_voice_de_23744853.mp3
de	4675033d010c1072	common_voice_de_27050547.mp3
de	4675033d010c1072	common_voice_de_27050550.mp3
de	4675033d010c1072	common_voice_de_27050557.mp3
de	4675033d010c1072	common_voice_de_27050559.mp3
de	f174ed8cafc1474e	common_voice_de_36854045.mp3
de	f174ed8cafc1474e	common_voice_de_36854046.mp3
de	f174ed8cafc1474e	common_voice_de_36854047.mp3
de	f174ed8cafc1474e	common_voice_de_36854048.mp3
de	f174ed8cafc1474e	common_voice_de_36854049.mp3
de	c051d2945384fe00	common_voice_de_38059226.mp3
de	c051d2945384fe00	common_voice_de_38059227.mp3
de	c051d2945384fe00	common_voice_de_38059228.mp3
de	c051d2945384fe00	common_voice_de_38059229.mp3
de	c051d2945384fe00	common_voice_de_38059230.mp3
de	e2babde4eee0ff44	common_voice_de_21525308.mp3
de	e2babde4eee0ff44	common_voice_de_21525309.mp3
de	e2babde4eee0ff44	common_voice_de_21525310.mp3
de	e2babde4eee0ff44	common_voice_de_21525312.mp3
de	cb318a410d87fdc5	common_voice_de_30707963.mp3
de	cb318a410d87fdc5	common_voice_de_30707964.mp3
de	cb318a410d87fdc5	common_voice_de_30707965.mp3
de	cb318a410d87fdc5	common_voice_de_30707966.mp3
de	cb318a410d87fdc5	common_voice_de_30707967.mp3
de	fbc79273ae75fe7f	common_voice_de_17894054.mp3
de	fbc79273ae75fe7f	common_voice_de_17894056.mp3
de	fbc79273ae75fe7f	common_voice_de_17894057.mp3
de	fbc79273ae75fe7f	common_voice_de_17894058.mp3
de	1e719d766b958806	common_voice_de_21113658.mp3
de	1e719d766b958806	common_voice_de_21113659.mp3
de	1e719d766b958806	common_voice_de_21113660.mp3
de	1e719d766b958806	common_voice_de_21113661.mp3
de	1e719d766b958806	common_voice_de_21113662.mp3
de	51c93872216c57d2	common_voice_de_20647575.mp3
de	51c93872216c57d2	common_voice_de_20647576.mp3
de	51c93872216c57d2	common_voice_de_20647577.mp3
de	229800e4e5a213c3	common_voice_de_18746111.mp3
de	229800e4e5a213c3	common_voice_de_18746112.mp3
de	229800e4e5a213c3	common_voice_de_18746113.mp3
de	229800e4e5a213c3	common_voice_de_18746114.mp3
de	0adcb7a3145cf5de	common_voice_de_18679026.mp3
de	0adcb7a3145cf5de	common_voice_de_18679028.mp3
de	0adcb7a3145cf5de	common_voice_de_18679030.mp3
de	0adcb7a3145cf5de	common_voice_de_18679031.mp3
de	0adcb7a3145cf5de	common_voice_de_18679032.mp3
de	3564ab118968cd8f	common_voice_de_25993240.mp3
de	3564ab118968cd8f	common_voice_de_25993241.mp3
de	3564ab118968cd8f	common_voice_de_25993243.mp3
de	074c51ef87e20b29	common_voice_de_20114146.mp3
de	074c51ef87e20b29	common_voice_de_20114200.mp3
de	074c51ef87e20b29	common_voice_de_20114201.mp3
de	4e54328c3c3a48ce	common_voice_de_27041761.mp3
de	4e54328c3c3a48ce	common_voice_de_27041766.mp3
de	4e54328c3c3a48ce	common_voice_de_27041770.mp3
de	f42cd037c539c09a	common_voice_de_30480154.mp3
de	f42cd037c539c09a	common_voice_de_30480155.mp3
de	f42cd037c539c09a	common_voice_de_30480156.mp3
de	f42cd037c539c09a	common_voice_de_30480157.mp3
de	f42cd037c539c09a	common_voice_de_30480158.mp3
de	92e4d4d26bfa6b99	common_voice_de_22758705.mp3
de	92e4d4d26bfa6b99	common_voice_de_22758706.mp3
de	92e4d4d26bfa6b99	common_voice_de_22758707.mp3
de	92e4d4d26bfa6b99	common_voice_de_22758708.mp3
de	92e4d4d26bfa6b99	common_voice_de_22758709.mp3
de	cb94754fe357d440	common_voice_de_19165898.mp3
de	cb94754fe357d440	common_voice_de_19165899.mp3
de	cb94754fe357d440	common_voice_de_19165900.mp3
de	cb94754fe357d440	common_voice_de_19165901.mp3
de	cb94754fe357d440	common_voice_de_19165902.mp3
